name,region,date,value
Количество заявок на потребительские кредиты,Чукотский автономный округ,2017-08-15,540
Количество заявок на потребительские кредиты,Чукотский автономный округ,2017-09-15,471
Количество заявок на потребительские кредиты,Чукотский автономный округ,2017-10-15,408
Количество заявок на потребительские кредиты,Чукотский автономный округ,2017-11-15,482
Количество заявок на потребительские кредиты,Чукотский автономный округ,2017-12-15,599
Количество заявок на потребительские кредиты,Чукотский автономный округ,2018-01-15,520
Количество заявок на потребительские кредиты,Чукотский автономный округ,2018-02-15,583
Количество заявок на потребительские кредиты,Чукотский автономный округ,2018-03-15,672
Количество заявок на потребительские кредиты,Чукотский автономный округ,2018-04-15,746
Количество заявок на потребительские кредиты,Чукотский автономный округ,2018-05-15,863
Количество заявок на потребительские кредиты,Чукотский автономный округ,2018-06-15,863
Количество заявок на потребительские кредиты,Чукотский автономный округ,2018-07-15,931
Количество заявок на потребительские кредиты,Чукотский автономный округ,2018-08-15,902
Количество заявок на потребительские кредиты,Чукотский автономный округ,2018-09-15,717
Количество заявок на потребительские кредиты,Чукотский автономный округ,2018-10-15,203
Количество заявок на потребительские кредиты,Чукотский автономный округ,2018-11-15,108
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2013-01-15,2948
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2013-02-15,2457
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2013-03-15,2989
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2013-04-15,4340
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2013-05-15,4786
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2013-06-15,4001
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2013-07-15,4662
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2013-08-15,4806
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2013-09-15,4464
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2013-10-15,5197
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2013-11-15,5642
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2013-12-15,6118
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2014-01-15,2650
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2014-02-15,3884
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2014-03-15,4171
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2014-04-15,4720
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2014-05-15,5040
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2014-06-15,4817
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2014-07-15,5448
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2014-08-15,5700
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2014-09-15,4816
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2014-10-15,5040
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2014-11-15,4606
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2014-12-15,5513
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2015-01-15,1636
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2015-02-15,2285
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2015-03-15,2579
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2015-04-15,3448
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2015-05-15,3184
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2015-06-15,5610
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2015-07-15,5941
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2015-08-15,5006
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2015-09-15,5085
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2015-10-15,4706
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2015-11-15,4925
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2015-12-15,6583
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2016-01-15,3693
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2016-02-15,4050
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2016-03-15,4761
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2016-04-15,5053
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2016-05-15,5137
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2016-06-15,5573
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2016-07-15,5172
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2016-08-15,5613
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2016-09-15,5013
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2016-10-15,5001
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2016-11-15,5260
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2016-12-15,5831
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2017-01-15,4028
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2017-02-15,4074
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2017-03-15,5514
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2017-04-15,5168
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2017-05-15,5390
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2017-06-15,5773
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2017-07-15,5422
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2017-08-15,5851
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2017-09-15,5241
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2017-10-15,5324
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2017-11-15,5841
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2017-12-15,7689
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2018-01-15,5669
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2018-02-15,5790
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2018-03-15,6736
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2018-04-15,7150
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2018-05-15,7314
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2018-06-15,7618
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2018-07-15,7965
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2018-08-15,7930
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2018-09-15,6782
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2018-10-15,3368
Количество заявок на потребительские кредиты,Ямало-Ненецкий автономный округ,2018-11-15,1901
Количество заявок на потребительские кредиты,Ярославская область,2013-01-15,4987
Количество заявок на потребительские кредиты,Ярославская область,2013-02-15,3784
Количество заявок на потребительские кредиты,Ярославская область,2013-03-15,5125
Количество заявок на потребительские кредиты,Ярославская область,2013-04-15,7276
Количество заявок на потребительские кредиты,Ярославская область,2013-05-15,7203
Количество заявок на потребительские кредиты,Ярославская область,2013-06-15,6185
Количество заявок на потребительские кредиты,Ярославская область,2013-07-15,7759
Количество заявок на потребительские кредиты,Ярославская область,2013-08-15,7367
Количество заявок на потребительские кредиты,Ярославская область,2013-09-15,7287
Количество заявок на потребительские кредиты,Ярославская область,2013-10-15,9932
Количество заявок на потребительские кредиты,Ярославская область,2013-11-15,10151
Количество заявок на потребительские кредиты,Ярославская область,2013-12-15,11666
Количество заявок на потребительские кредиты,Ярославская область,2014-01-15,5179
Количество заявок на потребительские кредиты,Ярославская область,2014-02-15,7455
Количество заявок на потребительские кредиты,Ярославская область,2014-03-15,7789
Количество заявок на потребительские кредиты,Ярославская область,2014-04-15,8952
Количество заявок на потребительские кредиты,Ярославская область,2014-05-15,8348
Количество заявок на потребительские кредиты,Ярославская область,2014-06-15,8230
Количество заявок на потребительские кредиты,Ярославская область,2014-07-15,9049
Количество заявок на потребительские кредиты,Ярославская область,2014-08-15,8652
Количество заявок на потребительские кредиты,Ярославская область,2014-09-15,7552
Количество заявок на потребительские кредиты,Ярославская область,2014-10-15,7618
Количество заявок на потребительские кредиты,Ярославская область,2014-11-15,6551
Количество заявок на потребительские кредиты,Ярославская область,2014-12-15,7462
Количество заявок на потребительские кредиты,Ярославская область,2015-01-15,2074
Количество заявок на потребительские кредиты,Ярославская область,2015-02-15,2814
Количество заявок на потребительские кредиты,Ярославская область,2015-03-15,3143
Количество заявок на потребительские кредиты,Ярославская область,2015-04-15,4343
Количество заявок на потребительские кредиты,Ярославская область,2015-05-15,3992
Количество заявок на потребительские кредиты,Ярославская область,2015-06-15,8137
Количество заявок на потребительские кредиты,Ярославская область,2015-07-15,8234
Количество заявок на потребительские кредиты,Ярославская область,2015-08-15,7436
Количество заявок на потребительские кредиты,Ярославская область,2015-09-15,7400
Количество заявок на потребительские кредиты,Ярославская область,2015-10-15,7314
Количество заявок на потребительские кредиты,Ярославская область,2015-11-15,6474
Количество заявок на потребительские кредиты,Ярославская область,2015-12-15,10406
Количество заявок на потребительские кредиты,Ярославская область,2016-01-15,4967
Количество заявок на потребительские кредиты,Ярославская область,2016-02-15,5713
Количество заявок на потребительские кредиты,Ярославская область,2016-03-15,7016
Количество заявок на потребительские кредиты,Ярославская область,2016-04-15,7319
Количество заявок на потребительские кредиты,Ярославская область,2016-05-15,7287
Количество заявок на потребительские кредиты,Ярославская область,2016-06-15,7920
Количество заявок на потребительские кредиты,Ярославская область,2016-07-15,8647
Количество заявок на потребительские кредиты,Ярославская область,2016-08-15,9379
Количество заявок на потребительские кредиты,Ярославская область,2016-09-15,8723
Количество заявок на потребительские кредиты,Ярославская область,2016-10-15,8416
Количество заявок на потребительские кредиты,Ярославская область,2016-11-15,8368
Количество заявок на потребительские кредиты,Ярославская область,2016-12-15,9515
Количество заявок на потребительские кредиты,Ярославская область,2017-01-15,5869
Количество заявок на потребительские кредиты,Ярославская область,2017-02-15,6482
Количество заявок на потребительские кредиты,Ярославская область,2017-03-15,8412
Количество заявок на потребительские кредиты,Ярославская область,2017-04-15,8031
Количество заявок на потребительские кредиты,Ярославская область,2017-05-15,8474
Количество заявок на потребительские кредиты,Ярославская область,2017-06-15,10084
Количество заявок на потребительские кредиты,Ярославская область,2017-07-15,9435
Количество заявок на потребительские кредиты,Ярославская область,2017-08-15,9949
Количество заявок на потребительские кредиты,Ярославская область,2017-09-15,8645
Количество заявок на потребительские кредиты,Ярославская область,2017-10-15,9685
Количество заявок на потребительские кредиты,Ярославская область,2017-11-15,9501
Количество заявок на потребительские кредиты,Ярославская область,2017-12-15,10035
Количество заявок на потребительские кредиты,Ярославская область,2018-01-15,8524
Количество заявок на потребительские кредиты,Ярославская область,2018-02-15,9802
Количество заявок на потребительские кредиты,Ярославская область,2018-03-15,11864
Количество заявок на потребительские кредиты,Ярославская область,2018-04-15,12123
Количество заявок на потребительские кредиты,Ярославская область,2018-05-15,11311
Количество заявок на потребительские кредиты,Ярославская область,2018-06-15,13796
Количество заявок на потребительские кредиты,Ярославская область,2018-07-15,13753
Количество заявок на потребительские кредиты,Ярославская область,2018-08-15,15560
Количество заявок на потребительские кредиты,Ярославская область,2018-09-15,13134
Количество заявок на потребительские кредиты,Ярославская область,2018-10-15,8899
Количество заявок на потребительские кредиты,Ярославская область,2018-11-15,4412
Средняя сумма заявки на потребительский кредит,Россия,2013-01-15,201431
Средняя сумма заявки на потребительский кредит,Россия,2013-02-15,219945
Средняя сумма заявки на потребительский кредит,Россия,2013-03-15,220933
Средняя сумма заявки на потребительский кредит,Россия,2013-04-15,223477
Средняя сумма заявки на потребительский кредит,Россия,2013-05-15,225784
Средняя сумма заявки на потребительский кредит,Россия,2013-06-15,215683
Средняя сумма заявки на потребительский кредит,Россия,2013-07-15,213453
Средняя сумма заявки на потребительский кредит,Россия,2013-08-15,232159
Средняя сумма заявки на потребительский кредит,Россия,2013-09-15,232809
Средняя сумма заявки на потребительский кредит,Россия,2013-10-15,242295
Средняя сумма заявки на потребительский кредит,Россия,2013-11-15,241376
Средняя сумма заявки на потребительский кредит,Россия,2013-12-15,235518
Средняя сумма заявки на потребительский кредит,Россия,2014-01-15,226651
Средняя сумма заявки на потребительский кредит,Россия,2014-02-15,234763
Средняя сумма заявки на потребительский кредит,Россия,2014-03-15,236567
Средняя сумма заявки на потребительский кредит,Россия,2014-04-15,225716
Средняя сумма заявки на потребительский кредит,Россия,2014-05-15,227118
Средняя сумма заявки на потребительский кредит,Россия,2014-06-15,220725
Средняя сумма заявки на потребительский кредит,Россия,2014-07-15,215223
Средняя сумма заявки на потребительский кредит,Россия,2014-08-15,215098
Средняя сумма заявки на потребительский кредит,Россия,2014-09-15,211622
Средняя сумма заявки на потребительский кредит,Россия,2014-10-15,202446
Средняя сумма заявки на потребительский кредит,Россия,2014-11-15,203058
Средняя сумма заявки на потребительский кредит,Россия,2014-12-15,216150
Средняя сумма заявки на потребительский кредит,Россия,2015-01-15,192430
Средняя сумма заявки на потребительский кредит,Россия,2015-02-15,192048
Средняя сумма заявки на потребительский кредит,Россия,2015-03-15,192642
Средняя сумма заявки на потребительский кредит,Россия,2015-04-15,195259
Средняя сумма заявки на потребительский кредит,Россия,2015-05-15,188182
Средняя сумма заявки на потребительский кредит,Россия,2015-06-15,195059
Средняя сумма заявки на потребительский кредит,Россия,2015-07-15,189008
Средняя сумма заявки на потребительский кредит,Россия,2015-08-15,185234
Средняя сумма заявки на потребительский кредит,Россия,2015-09-15,187096
Средняя сумма заявки на потребительский кредит,Россия,2015-10-15,209649
Средняя сумма заявки на потребительский кредит,Россия,2015-11-15,211048
Средняя сумма заявки на потребительский кредит,Россия,2015-12-15,232996
Средняя сумма заявки на потребительский кредит,Россия,2016-01-15,233531
Средняя сумма заявки на потребительский кредит,Россия,2016-02-15,225971
Средняя сумма заявки на потребительский кредит,Россия,2016-03-15,222542
Средняя сумма заявки на потребительский кредит,Россия,2016-04-15,217140
Средняя сумма заявки на потребительский кредит,Россия,2016-05-15,211508
Средняя сумма заявки на потребительский кредит,Россия,2016-06-15,209586
Средняя сумма заявки на потребительский кредит,Россия,2016-07-15,209666
Средняя сумма заявки на потребительский кредит,Россия,2016-08-15,222020
Средняя сумма заявки на потребительский кредит,Россия,2016-09-15,223775
Средняя сумма заявки на потребительский кредит,Россия,2016-10-15,222883
Средняя сумма заявки на потребительский кредит,Россия,2016-11-15,228611
Средняя сумма заявки на потребительский кредит,Россия,2016-12-15,231096
Средняя сумма заявки на потребительский кредит,Россия,2017-01-15,242366
Средняя сумма заявки на потребительский кредит,Россия,2017-02-15,240229
Средняя сумма заявки на потребительский кредит,Россия,2017-03-15,237900
Средняя сумма заявки на потребительский кредит,Россия,2017-04-15,249775
Средняя сумма заявки на потребительский кредит,Россия,2017-05-15,246740
Средняя сумма заявки на потребительский кредит,Россия,2017-06-15,254050
Средняя сумма заявки на потребительский кредит,Россия,2017-07-15,240561
Средняя сумма заявки на потребительский кредит,Россия,2017-08-15,244240
Средняя сумма заявки на потребительский кредит,Россия,2017-09-15,249317
Средняя сумма заявки на потребительский кредит,Россия,2017-10-15,253366
Средняя сумма заявки на потребительский кредит,Россия,2017-11-15,268292
Средняя сумма заявки на потребительский кредит,Россия,2017-12-15,281537
Средняя сумма заявки на потребительский кредит,Россия,2018-01-15,301532
Средняя сумма заявки на потребительский кредит,Россия,2018-02-15,273250
Средняя сумма заявки на потребительский кредит,Россия,2018-03-15,284022
Средняя сумма заявки на потребительский кредит,Россия,2018-04-15,276536
Средняя сумма заявки на потребительский кредит,Россия,2018-05-15,298717
Средняя сумма заявки на потребительский кредит,Россия,2018-06-15,300551
Средняя сумма заявки на потребительский кредит,Россия,2018-07-15,287947
Средняя сумма заявки на потребительский кредит,Россия,2018-08-15,279039
Средняя сумма заявки на потребительский кредит,Россия,2018-09-15,282299
Средняя сумма заявки на потребительский кредит,Россия,2018-10-15,275641
Средняя сумма заявки на потребительский кредит,Россия,2018-11-15,291161
Средняя сумма заявки на потребительский кредит,Алтайский край,2013-01-15,133509
Средняя сумма заявки на потребительский кредит,Алтайский край,2013-02-15,150030
Средняя сумма заявки на потребительский кредит,Алтайский край,2013-03-15,151795
Средняя сумма заявки на потребительский кредит,Алтайский край,2013-04-15,148752
Средняя сумма заявки на потребительский кредит,Алтайский край,2013-05-15,150903
Средняя сумма заявки на потребительский кредит,Алтайский край,2013-06-15,141769
Средняя сумма заявки на потребительский кредит,Алтайский край,2013-07-15,139539
Средняя сумма заявки на потребительский кредит,Алтайский край,2013-08-15,147582
Средняя сумма заявки на потребительский кредит,Алтайский край,2013-09-15,146607
Средняя сумма заявки на потребительский кредит,Алтайский край,2013-10-15,152810
Средняя сумма заявки на потребительский кредит,Алтайский край,2013-11-15,156386
Средняя сумма заявки на потребительский кредит,Алтайский край,2013-12-15,153645
Средняя сумма заявки на потребительский кредит,Алтайский край,2014-01-15,146725
Средняя сумма заявки на потребительский кредит,Алтайский край,2014-02-15,153556
Средняя сумма заявки на потребительский кредит,Алтайский край,2014-03-15,155531
Средняя сумма заявки на потребительский кредит,Алтайский край,2014-04-15,144707
Средняя сумма заявки на потребительский кредит,Алтайский край,2014-05-15,150149
Средняя сумма заявки на потребительский кредит,Алтайский край,2014-06-15,145956
Средняя сумма заявки на потребительский кредит,Алтайский край,2014-07-15,142163
Средняя сумма заявки на потребительский кредит,Алтайский край,2014-08-15,141846
Средняя сумма заявки на потребительский кредит,Алтайский край,2014-09-15,138890
Средняя сумма заявки на потребительский кредит,Алтайский край,2014-10-15,137188
Средняя сумма заявки на потребительский кредит,Алтайский край,2014-11-15,135214
Средняя сумма заявки на потребительский кредит,Алтайский край,2014-12-15,143982
Средняя сумма заявки на потребительский кредит,Алтайский край,2015-01-15,123905
Средняя сумма заявки на потребительский кредит,Алтайский край,2015-02-15,121194
Средняя сумма заявки на потребительский кредит,Алтайский край,2015-03-15,121519
Средняя сумма заявки на потребительский кредит,Алтайский край,2015-04-15,124324
Средняя сумма заявки на потребительский кредит,Алтайский край,2015-05-15,116468
Средняя сумма заявки на потребительский кредит,Алтайский край,2015-06-15,128991
Средняя сумма заявки на потребительский кредит,Алтайский край,2015-07-15,125459
Средняя сумма заявки на потребительский кредит,Алтайский край,2015-08-15,118302
Средняя сумма заявки на потребительский кредит,Алтайский край,2015-09-15,121448
Средняя сумма заявки на потребительский кредит,Алтайский край,2015-10-15,135627
Средняя сумма заявки на потребительский кредит,Алтайский край,2015-11-15,135379
Средняя сумма заявки на потребительский кредит,Алтайский край,2015-12-15,148468
Средняя сумма заявки на потребительский кредит,Алтайский край,2016-01-15,152746
Средняя сумма заявки на потребительский кредит,Алтайский край,2016-02-15,145835
Средняя сумма заявки на потребительский кредит,Алтайский край,2016-03-15,143768
Средняя сумма заявки на потребительский кредит,Алтайский край,2016-04-15,140863
Средняя сумма заявки на потребительский кредит,Алтайский край,2016-05-15,139142
Средняя сумма заявки на потребительский кредит,Алтайский край,2016-06-15,136601
Средняя сумма заявки на потребительский кредит,Алтайский край,2016-07-15,136973
Средняя сумма заявки на потребительский кредит,Алтайский край,2016-08-15,144042
Средняя сумма заявки на потребительский кредит,Алтайский край,2016-09-15,143030
Средняя сумма заявки на потребительский кредит,Алтайский край,2016-10-15,145467
Средняя сумма заявки на потребительский кредит,Алтайский край,2016-11-15,152448
Средняя сумма заявки на потребительский кредит,Алтайский край,2016-12-15,157214
Средняя сумма заявки на потребительский кредит,Алтайский край,2017-01-15,163600
Средняя сумма заявки на потребительский кредит,Алтайский край,2017-02-15,161527
Средняя сумма заявки на потребительский кредит,Алтайский край,2017-03-15,165021
Средняя сумма заявки на потребительский кредит,Алтайский край,2017-04-15,167664
Средняя сумма заявки на потребительский кредит,Алтайский край,2017-05-15,162932
Средняя сумма заявки на потребительский кредит,Алтайский край,2017-06-15,168852
Средняя сумма заявки на потребительский кредит,Алтайский край,2017-07-15,154703
Средняя сумма заявки на потребительский кредит,Алтайский край,2017-08-15,159187
Средняя сумма заявки на потребительский кредит,Алтайский край,2017-09-15,164250
Средняя сумма заявки на потребительский кредит,Алтайский край,2017-10-15,168437
Средняя сумма заявки на потребительский кредит,Алтайский край,2017-11-15,175024
Средняя сумма заявки на потребительский кредит,Алтайский край,2017-12-15,184264
Средняя сумма заявки на потребительский кредит,Алтайский край,2018-01-15,195243
Средняя сумма заявки на потребительский кредит,Алтайский край,2018-02-15,183695
Средняя сумма заявки на потребительский кредит,Алтайский край,2018-03-15,186062
Средняя сумма заявки на потребительский кредит,Алтайский край,2018-04-15,184899
Средняя сумма заявки на потребительский кредит,Алтайский край,2018-05-15,189814
Средняя сумма заявки на потребительский кредит,Алтайский край,2018-06-15,194238
Средняя сумма заявки на потребительский кредит,Алтайский край,2018-07-15,185329
Средняя сумма заявки на потребительский кредит,Алтайский край,2018-08-15,183532
Средняя сумма заявки на потребительский кредит,Алтайский край,2018-09-15,191815
Средняя сумма заявки на потребительский кредит,Алтайский край,2018-10-15,175381
Средняя сумма заявки на потребительский кредит,Алтайский край,2018-11-15,177786
Средняя сумма заявки на потребительский кредит,Амурская область,2013-01-15,222816
Средняя сумма заявки на потребительский кредит,Амурская область,2013-02-15,223328
Средняя сумма заявки на потребительский кредит,Амурская область,2013-03-15,230732
Средняя сумма заявки на потребительский кредит,Амурская область,2013-04-15,230584
Средняя сумма заявки на потребительский кредит,Амурская область,2013-05-15,229351
Средняя сумма заявки на потребительский кредит,Амурская область,2013-06-15,214390
Средняя сумма заявки на потребительский кредит,Амурская область,2013-07-15,207441
Средняя сумма заявки на потребительский кредит,Амурская область,2013-08-15,229919
Средняя сумма заявки на потребительский кредит,Амурская область,2013-09-15,237544
Средняя сумма заявки на потребительский кредит,Амурская область,2013-10-15,249502
Средняя сумма заявки на потребительский кредит,Амурская область,2013-11-15,250074
Средняя сумма заявки на потребительский кредит,Амурская область,2013-12-15,237895
Средняя сумма заявки на потребительский кредит,Амурская область,2014-01-15,233673
Средняя сумма заявки на потребительский кредит,Амурская область,2014-02-15,237891
Средняя сумма заявки на потребительский кредит,Амурская область,2014-03-15,247999
Средняя сумма заявки на потребительский кредит,Амурская область,2014-04-15,239237
Средняя сумма заявки на потребительский кредит,Амурская область,2014-05-15,234981
Средняя сумма заявки на потребительский кредит,Амурская область,2014-06-15,215528
Средняя сумма заявки на потребительский кредит,Амурская область,2014-07-15,207204
Средняя сумма заявки на потребительский кредит,Амурская область,2014-08-15,205619
Средняя сумма заявки на потребительский кредит,Амурская область,2014-09-15,204446
Средняя сумма заявки на потребительский кредит,Амурская область,2014-10-15,190306
Средняя сумма заявки на потребительский кредит,Амурская область,2014-11-15,193628
Средняя сумма заявки на потребительский кредит,Амурская область,2014-12-15,202004
